bond_code,currency_type,tenor,issuance_name,outstanding_volume,interest_payment_method,interest_payment_type,coupon_rate,remaining_tenor,status,face_value,duration,issuance_day,issuance_month,issuance_year,maturity_day,maturity_month,maturity_year
TP1A1904,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1700000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,19,11,2004,19,11,2009
TP1A1905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3200000,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,7,7,2005,7,7,2010
TP1A2004,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,14,12,2004,14,12,2009
TP1A2005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,22,7,2005,22,7,2010
TP1A2104,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1500000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,29,12,2004,29,12,2009
TP1A2305,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1580000,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,28,7,2005,28,7,2010
TP1A2405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4800000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,8,8,2005,8,8,2010
TP1A2505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2800000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,25,8,2005,25,8,2010
TP1A2605,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,0 ngày,Hủy niêm yết,100000,15.0109589,25,8,2005,25,8,2020
TP1A2705,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3800000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,8,9,2005,8,9,2010
TP1A2805,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1300000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,13,9,2005,13,9,2010
TP1A2905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,15,9,2005,15,9,2010
TP1A3005,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,0 ngày,Hủy niêm yết,100000,15.0109589,8,9,2005,8,9,2020
TP1A3105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7200000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,28,9,2005,28,9,2010
TP1A3405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,6,10,2005,6,10,2010
TP1A3505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3700000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,20,10,2005,20,10,2010
TP1A3805,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,24,10,2005,24,10,2010
TP1A3905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,28,10,2005,28,10,2010
TP1A4005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,3,11,2005,3,11,2010
TP1A4205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,8,11,2005,8,11,2010
TP1A4405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1880000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,11,11,2005,11,11,2010
TP1A4605,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1650000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,24,11,2005,24,11,2010
TP1A4905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,15,11,2005,15,11,2010
TP1A5005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1250000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,30,11,2005,30,11,2010
TP1A5105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2400000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,5,12,2005,5,12,2010
TP1A5205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4700000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,8,12,2005,8,12,2010
TP1A5605,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5150000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,22,12,2005,22,12,2010
TP1_0105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,26,1,2005,26,1,2010
TP1_0106,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,22,2,2006,22,2,2011
TP1_0205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1150000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,24,2,2005,24,2,2010
TP1_0206,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,2,3,2006,2,3,2011
TP1_0306,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,10,3,2006,10,3,2011
TP1_0405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1900000,Định kỳ - Cuối kỳ,Standard Coupon,8.55,0 ngày,Hủy niêm yết,100000,5.002739726,30,3,2005,30,3,2010
TP1_0406,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,16,3,2006,16,3,2011
TP1_0505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.6,0 ngày,Hủy niêm yết,100000,5.002739726,14,4,2005,14,4,2010
TP1_0506,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,24,3,2006,24,3,2011
TP1_0606,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,12,4,2006,12,4,2011
TP1_0706,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3200000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,28,4,2006,28,4,2011
TP1_0805,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,300,Định kỳ - Cuối kỳ,Standard Coupon,8.6,0 ngày,Hủy niêm yết,100000,5.002739726,31,5,2005,31,5,2010
TP1_0806,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,16,5,2006,16,5,2011
TP1_0905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,14,6,2005,14,6,2010
TP1_0906,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,24,5,2006,24,5,2011
TP1_1005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,20,6,2005,20,6,2010
TP1_1006,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6500000,Định kỳ - Cuối kỳ,Standard Coupon,8.73,0 ngày,Hủy niêm yết,100000,5.002739726,12,6,2006,12,6,2011
TP1_1105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1500000,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,24,6,2005,24,6,2010
TP1_1106,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6470000,Định kỳ - Cuối kỳ,Standard Coupon,8.73,0 ngày,Hủy niêm yết,100000,5.002739726,26,6,2006,26,6,2011
TP1_1205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,5.002739726,11,7,2005,11,7,2010
TP1_1405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,200,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,12,8,2005,12,8,2010
TP1_1504,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,350,Định kỳ - Cuối kỳ,Standard Coupon,8.45,0 ngày,Hủy niêm yết,100000,5.002739726,24,9,2004,24,9,2009
TP1_1505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,23,8,2005,23,8,2010
TP1_1604,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,18,10,2004,18,10,2009
TP1_1605,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,5,9,2005,5,9,2010
TP1_1704,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,200,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,27,10,2004,27,10,2009
TP1_1705,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,13,9,2005,13,9,2010
TP1_1804,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,25,11,2004,25,11,2009
TP1_1805,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1200000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,22,9,2005,22,9,2010
TP1_1904,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1500000,Định kỳ - Cuối kỳ,Standard Coupon,8.45,0 ngày,Hủy niêm yết,100000,5.002739726,17,12,2004,17,12,2009
TP1_1905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,28,9,2005,28,9,2010
TP1_2005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,200,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,11,10,2005,11,10,2010
TP1_2105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,25,10,2005,25,10,2010
TP1_2205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,4,11,2005,4,11,2010
TP1_2305,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,17,11,2005,17,11,2010
TP1_2405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,30,11,2005,30,11,2010
TP1_2505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,13,12,2005,13,12,2010
TP4A0105,VND,10 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,10.00547945,25,1,2005,25,1,2015
TP4A0106,VND,5 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,17,1,2006,17,1,2011
TP4A0206,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1900000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,20,1,2006,20,1,2021
TP4A0305,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.7,0 ngày,Hủy niêm yết,100000,10.00547945,31,1,2005,31,1,2015
TP4A0306,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,26,1,2006,26,1,2021
TP4A0405,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,14 ngày,Hủy niêm yết,100000,15.00821918,31,1,2005,31,1,2020
TP4A0406,VND,15 Năm,Ngân hàng Phát triển Việt Nam,300,Định kỳ - Cuối kỳ,Standard Coupon,9.25,12 ngày,Hủy niêm yết,100000,15.0109589,15,2,2006,15,2,2021
TP4A0505,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,18,3,2005,18,3,2015
TP4A0605,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.1,7 ngày,Hủy niêm yết,100000,15.0109589,31,3,2005,31,3,2020
TP4A0606,VND,5 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,17,2,2006,17,2,2011
TP4A0706,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,14 ngày,Hủy niêm yết,100000,15.0109589,23,2,2006,23,2,2021
TP4A0806,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,24,3,2006,24,3,2021
TP4A0905,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,21,4,2005,21,4,2015
TP4A0906,VND,5 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,5.002739726,16,3,2006,16,3,2011
TP4A1005,VND,10 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,26,4,2005,26,4,2015
TP4A1006,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,6,4,2006,6,4,2021
TP4A1105,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9.1,7 ngày,Hủy niêm yết,100000,15.0109589,28,4,2005,28,4,2020
TP4A1205,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,25,5,2005,25,5,2015
TP4A1206,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,9.25,6 ngày,Hủy niêm yết,100000,15.0109589,18,4,2006,18,4,2021
TP4A1305,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,9.1,7 ngày,Hủy niêm yết,100000,15.0109589,25,5,2005,25,5,2020
TP4A1306,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,19,4,2006,19,4,2021
TP4A1405,VND,10 Năm,Ngân hàng Phát triển Việt Nam,2050000,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,30,5,2005,30,5,2015
TP4A1505,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Cuối kỳ,Standard Coupon,9.2,6 ngày,Hủy niêm yết,100000,15.0109589,21,6,2005,21,6,2020
TP4A1606,VND,15 Năm,Ngân hàng Phát triển Việt Nam,300,Định kỳ - Cuối kỳ,Standard Coupon,9.25,6 ngày,Hủy niêm yết,100000,15.0109589,28,2,2006,28,2,2021
TP4A1705,VND,10 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,8.9,0 ngày,Hủy niêm yết,100000,10.00547945,12,7,2005,12,7,2015
TP4A1805,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.3,7 ngày,Hủy niêm yết,100000,15.0109589,29,7,2005,29,7,2020
TP4A1905,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.3,7 ngày,Hủy niêm yết,100000,15.0109589,29,7,2005,29,7,2020
TP4A2205,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.95,0 ngày,Hủy niêm yết,100000,10.00547945,16,8,2005,16,8,2015
TP4A2305,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,8.95,0 ngày,Hủy niêm yết,100000,10.00547945,24,8,2005,24,8,2015
TP4A2505,VND,10 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,8.95,0 ngày,Hủy niêm yết,100000,10.00547945,20,9,2005,20,9,2015
TP4A2705,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,21,10,2005,21,10,2020
TP4A2905,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,23,12,2005,23,12,2020
TP4A3005,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,6 ngày,Hủy niêm yết,100000,15.0109589,20,12,2005,20,12,2020
TP4A3105,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,21,12,2005,21,12,2020
TP4A3205,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,9.25,5 ngày,Hủy niêm yết,100000,15.0109589,26,12,2005,26,12,2020
TP4A3404,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,9,8,2004,9,8,2019
TP4A3504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,19,8,2004,19,8,2019
TP4A3704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,23,8,2004,23,8,2019
TP4A3804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9,5 ngày,Hủy niêm yết,100000,15.00821918,31,8,2004,31,8,2019
TP4A3904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1650000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,27,8,2004,27,8,2019
TP4A4004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2600000,Định kỳ - Cuối kỳ,Standard Coupon,9,5 ngày,Hủy niêm yết,100000,15.00821918,31,8,2004,31,8,2019
TP4A4104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,550,Định kỳ - Cuối kỳ,Standard Coupon,9,10 ngày,Hủy niêm yết,100000,15.00821918,9,9,2004,9,9,2019
TP4A4204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,950,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,17,9,2004,17,9,2019
TP4A4504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,380,Định kỳ - Cuối kỳ,Standard Coupon,9,5 ngày,Hủy niêm yết,100000,15.00821918,28,9,2004,28,9,2019
TP4A4604,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.00821918,13,10,2004,13,10,2019
TP4A4704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,550,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,15,11,2004,15,11,2019
TP4A4804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1050000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,18,11,2004,18,11,2019
TP4A4904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,350,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,26,11,2004,26,11,2019
TP4A5004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,21,10,2004,21,10,2019
TP4A5104,VND,5 Năm,Ngân hàng Phát triển Việt Nam,50,Định kỳ - Đầu kỳ,Standard Coupon,7.75,0 ngày,Hủy niêm yết,100000,5.002739726,21,10,2004,21,10,2009
TP4A5204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,24,12,2004,24,12,2019
TP4_0105,VND,15 Năm,Ngân hàng Phát triển Việt Nam,750,Định kỳ - Cuối kỳ,Standard Coupon,9.1,7 ngày,Hủy niêm yết,100000,15.0109589,31,3,2005,31,3,2020
TP4_1104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,19,8,2004,19,8,2019
TP4_1304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,50,Định kỳ - Cuối kỳ,Standard Coupon,9,5 ngày,Hủy niêm yết,100000,15.00821918,14,9,2004,14,9,2019
TPKB12001,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,10000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,21,8,2012,20,8,2013
TPKB12005,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,3000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,25,9,2012,26,3,2013
TPKB12006,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,8400000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,2,10,2012,2,4,2013
TPKB12007,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,10000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,9,10,2012,9,4,2013
TPKB12008,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,2500000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,4,9,2012,3,9,2013
TPKB12009,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,10000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,11,9,2012,10,9,2013
TPKB12010,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,5500000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,18,9,2012,17,9,2013
TPKB12014,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,6000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,20,11,2012,19,11,2013
TPKB12015,VND,364 Ngày,Kho bạc Nhà nước- Bộ Tài chính,3000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.997260274,25,12,2012,24,12,2013
TPKB12022,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,18100000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,16,10,2012,16,4,2013
TPKB12023,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,20000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,23,10,2012,23,4,2013
TPKB12024,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,20000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,30,10,2012,30,4,2013
TPKB12025,VND,182 Ngày,Kho bạc Nhà nước- Bộ Tài chính,10000000,,Long Coupon,0,0 ngày,Hủy niêm yết,100000,0.498630137,6,11,2012,7,5,2013
