bond_code,currency_type,tenor,issuance_name,outstanding_volume,interest_payment_method,interest_payment_type,coupon_rate,remaining_tenor,status,face_value,duration,issuance_day,issuance_month,issuance_year,maturity_day,maturity_month,maturity_year
CP061111,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8.39,0 ngày,Hủy niêm yết,100000,5.002739726,9,8,2006,9,8,2011
CP061112,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.25,0 ngày,Hủy niêm yết,100000,5.002739726,30,8,2006,30,8,2011
CP061113,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2700000,Định kỳ - Cuối kỳ,Standard Coupon,8.25,0 ngày,Hủy niêm yết,100000,5.002739726,23,8,2006,23,8,2011
CP061114,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,13,9,2006,13,9,2011
CP061115,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,27,9,2006,27,9,2011
CP061116,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.39,0 ngày,Hủy niêm yết,100000,5.002739726,20,9,2006,20,9,2011
CP061117,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,18,10,2006,18,10,2011
CP061119,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8.39,0 ngày,Hủy niêm yết,100000,5.002739726,25,10,2006,25,10,2011
CP061121,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1980000,Định kỳ - Cuối kỳ,Standard Coupon,8.38,0 ngày,Hủy niêm yết,100000,5.002739726,15,11,2006,15,11,2011
CP061122,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.33,0 ngày,Hủy niêm yết,100000,5.002739726,22,11,2006,22,11,2011
CP061123,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.36,0 ngày,Hủy niêm yết,100000,5.002739726,15,11,2006,15,11,2011
CP061124,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4000000,Định kỳ - Cuối kỳ,Standard Coupon,8.2,0 ngày,Hủy niêm yết,100000,5.002739726,11,12,2006,11,12,2011
CP061125,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.19,0 ngày,Hủy niêm yết,100000,5.002739726,29,11,2006,29,11,2011
CP061126,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1900000,Định kỳ - Cuối kỳ,Standard Coupon,8.2,0 ngày,Hủy niêm yết,100000,5.002739726,22,12,2006,22,12,2011
CP061318,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,3778400,Định kỳ - Cuối kỳ,Standard Coupon,8.55,0 ngày,Hủy niêm yết,100000,7.005479452,4,10,2006,4,10,2013
CP061320,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.55,0 ngày,Hủy niêm yết,100000,7.005479452,1,11,2006,1,11,2013
CP061327,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.36,0 ngày,Hủy niêm yết,100000,7.005479452,13,12,2006,13,12,2013
CP061601,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,1600000,Định kỳ - Cuối kỳ,Standard Coupon,8.95,0 ngày,Hủy niêm yết,100000,10.00821918,28,3,2006,28,3,2016
CP071201,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,7.9,0 ngày,Hủy niêm yết,100000,5.002739726,24,1,2007,24,1,2012
CP071202,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8.2,0 ngày,Hủy niêm yết,100000,5.002739726,15,1,2007,15,1,2012
CP071203,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,5.002739726,31,1,2007,31,1,2012
CP071204,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.67,0 ngày,Hủy niêm yết,100000,5.002739726,24,1,2007,24,1,2012
CP071205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.62,0 ngày,Hủy niêm yết,100000,5.002739726,7,2,2007,7,2,2012
CP071206,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.69,0 ngày,Hủy niêm yết,100000,5.002739726,1,2,2007,1,2,2012
CP071207,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,7.54,0 ngày,Hủy niêm yết,100000,5.002739726,28,2,2007,28,2,2012
CP071208,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7000000,Định kỳ - Cuối kỳ,Standard Coupon,7.2,0 ngày,Hủy niêm yết,100000,5.005479452,7,3,2007,7,3,2012
CP071209,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,10000000,Định kỳ - Cuối kỳ,Standard Coupon,7.8,0 ngày,Hủy niêm yết,100000,5.005479452,19,3,2007,19,3,2012
CP071210,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7000000,Định kỳ - Cuối kỳ,Standard Coupon,7.5,0 ngày,Hủy niêm yết,100000,5.005479452,5,3,2007,5,3,2012
CP071211,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6600000,Định kỳ - Cuối kỳ,Standard Coupon,6.5,0 ngày,Hủy niêm yết,100000,5.005479452,28,3,2007,28,3,2012
CP071213,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7000000,Định kỳ - Cuối kỳ,Standard Coupon,7,0 ngày,Hủy niêm yết,100000,5.005479452,11,4,2007,11,4,2012
CP071215,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6000000,Định kỳ - Cuối kỳ,Standard Coupon,7,0 ngày,Hủy niêm yết,100000,5.005479452,25,4,2007,25,4,2012
CP071217,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,7.15,0 ngày,Hủy niêm yết,100000,5.005479452,9,5,2007,9,5,2012
CP071218,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7000000,Định kỳ - Cuối kỳ,Standard Coupon,7.05,0 ngày,Hủy niêm yết,100000,5.005479452,30,5,2007,30,5,2012
CP071219,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,10010000,Định kỳ - Cuối kỳ,Standard Coupon,7.15,0 ngày,Hủy niêm yết,100000,5.005479452,23,5,2007,23,5,2012
CP071220,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.15,0 ngày,Hủy niêm yết,100000,5.005479452,13,6,2007,13,6,2012
CP071221,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,8000000,Định kỳ - Cuối kỳ,Standard Coupon,7,0 ngày,Hủy niêm yết,100000,5.005479452,6,6,2007,6,6,2012
CP071222,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.25,0 ngày,Hủy niêm yết,100000,5.005479452,27,6,2007,27,6,2012
CP071223,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6000000,Định kỳ - Cuối kỳ,Standard Coupon,7.4,0 ngày,Hủy niêm yết,100000,5.005479452,11,7,2007,11,7,2012
CP071224,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.35,0 ngày,Hủy niêm yết,100000,5.005479452,4,7,2007,4,7,2012
CP071225,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4000000,Định kỳ - Cuối kỳ,Standard Coupon,7.38,0 ngày,Hủy niêm yết,100000,5.005479452,16,7,2007,16,7,2012
CP071412,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,18983900,Định kỳ - Cuối kỳ,Standard Coupon,7.04,0 ngày,Hủy niêm yết,100000,7.005479452,21,3,2007,21,3,2014
CP071414,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.2,0 ngày,Hủy niêm yết,100000,7.005479452,4,4,2007,4,4,2014
CP071416,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,7000000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,0 ngày,Hủy niêm yết,100000,7.005479452,18,4,2007,18,4,2014
CP4A0102,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1210000,Định kỳ - Đầu kỳ,Standard Coupon,8.1,0 ngày,Hủy niêm yết,100000,10.00821918,15,4,2002,15,4,2012
CP4A0103,VND,10 Năm,Ngân hàng Phát triển Việt Nam,550,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,10.00821918,21,1,2003,21,1,2013
CP4A0104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,15,1,2004,15,1,2019
CP4A0202,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.15,0 ngày,Hủy niêm yết,100000,10.00821918,20,6,2002,20,6,2012
CP4A0203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1100000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,13 ngày,Hủy niêm yết,100000,15.0109589,25,2,2003,25,2,2018
CP4A0302,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.1,0 ngày,Hủy niêm yết,100000,10.00821918,16,8,2002,16,8,2012
CP4A0303,VND,10 Năm,Ngân hàng Phát triển Việt Nam,250,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,10.00821918,26,2,2003,26,2,2013
CP4A0304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.4,6 ngày,Hủy niêm yết,100000,15.0109589,3,2,2004,3,2,2019
CP4A0402,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.99,7 ngày,Hủy niêm yết,100000,15.0109589,12,9,2002,12,9,2017
CP4A0403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Đầu kỳ,Standard Coupon,9.13,7 ngày,Hủy niêm yết,100000,15.0109589,20,3,2003,20,3,2018
CP4A0502,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Đầu kỳ,Standard Coupon,9.15,6 ngày,Hủy niêm yết,100000,15.0109589,8,10,2002,8,10,2017
CP4A0504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,12 ngày,Hủy niêm yết,100000,15.0109589,9,2,2004,9,2,2019
CP4A0602,VND,10 Năm,Ngân hàng Phát triển Việt Nam,650,Định kỳ - Đầu kỳ,Standard Coupon,8.38,0 ngày,Hủy niêm yết,100000,10.00821918,21,10,2002,21,10,2012
CP4A0603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,Standard Coupon,9.13,7 ngày,Hủy niêm yết,100000,15.0109589,28,3,2003,28,3,2018
CP4A0702,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Đầu kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,10.00821918,6,11,2002,6,11,2012
CP4A0703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1150000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,7 ngày,Hủy niêm yết,100000,15.0109589,16,4,2003,16,4,2018
CP4A0704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,Standard Coupon,8.59,5 ngày,Hủy niêm yết,100000,15.0109589,16,2,2004,16,2,2019
CP4A0802,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Đầu kỳ,Standard Coupon,9.17,7 ngày,Hủy niêm yết,100000,15.0109589,15,11,2002,15,11,2017
CP4A0804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,6 ngày,Hủy niêm yết,100000,15.0109589,17,2,2004,17,2,2019
CP4A0902,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,6 ngày,Hủy niêm yết,100000,15.0109589,10,12,2002,10,12,2017
CP4A0903,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,9 ngày,Hủy niêm yết,100000,15.0109589,29,4,2003,29,4,2018
CP4A0904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,20,2,2004,20,2,2019
CP4A1002,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,Standard Coupon,9.18,7 ngày,Hủy niêm yết,100000,15.0109589,12,12,2002,12,12,2017
CP4A1003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1420000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,7 ngày,Hủy niêm yết,100000,15.0109589,14,5,2003,14,5,2018
CP4A1004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,25,2,2004,25,2,2019
CP4A1102,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Đầu kỳ,Standard Coupon,9.18,6 ngày,Hủy niêm yết,100000,15.0109589,24,12,2002,24,12,2017
CP4A1104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,26,2,2004,26,2,2019
CP4A1203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,7 ngày,Hủy niêm yết,100000,15.0109589,12,6,2003,12,6,2018
CP4A1204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5050000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,27,2,2004,27,2,2019
CP4A1303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Đầu kỳ,Standard Coupon,9.18,7 ngày,Hủy niêm yết,100000,15.0109589,13,6,2003,13,6,2018
CP4A1304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,18,2,2004,18,2,2019
CP4A1403,VND,10 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Đầu kỳ,Standard Coupon,8.51,0 ngày,Hủy niêm yết,100000,10.00821918,13,6,2003,13,6,2013
CP4A1503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,Standard Coupon,9.18,5 ngày,Hủy niêm yết,100000,15.0109589,23,6,2003,23,6,2018
CP4A1504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.00821918,8,3,2004,8,3,2019
CP4A1603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Đầu kỳ,Standard Coupon,9.18,5 ngày,Hủy niêm yết,100000,15.0109589,30,6,2003,30,6,2018
CP4A1604,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,Standard Coupon,8.59,7 ngày,Hủy niêm yết,100000,15.00821918,15,3,2004,15,3,2019
CP4A1703,VND,10 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Đầu kỳ,Standard Coupon,8.51,0 ngày,Hủy niêm yết,100000,10.00821918,15,7,2003,15,7,2013
CP4A1704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,Standard Coupon,8.59,6 ngày,Hủy niêm yết,100000,15.00821918,14,4,2004,14,4,2019
CP4A1803,VND,10 Năm,Ngân hàng Phát triển Việt Nam,650,Định kỳ - Đầu kỳ,Standard Coupon,8.51,0 ngày,Hủy niêm yết,100000,10.00821918,31,7,2003,31,7,2013
CP4A1804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,100,Định kỳ - Cuối kỳ,Standard Coupon,9.4,6 ngày,Hủy niêm yết,100000,15.00821918,14,4,2004,14,4,2019
CP4A1903,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,Standard Coupon,8.42,0 ngày,Hủy niêm yết,100000,10.00821918,13,8,2003,13,8,2013
CP4A2003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,28,8,2003,28,8,2018
CP4A2004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1600000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.00821918,29,4,2004,29,4,2019
CP4A2103,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4390000,Định kỳ - Đầu kỳ,Standard Coupon,8.84,10 ngày,Hủy niêm yết,100000,15.0109589,10,9,2003,10,9,2018
CP4A2203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Đầu kỳ,Standard Coupon,8.84,7 ngày,Hủy niêm yết,100000,15.0109589,12,9,2003,12,9,2018
CP4A2204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,Standard Coupon,8.59,7 ngày,Hủy niêm yết,100000,15.00821918,17,5,2004,17,5,2019
CP4A2303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,12,9,2003,12,9,2018
CP4A2304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.00821918,28,5,2004,28,5,2019
CP4A2403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1250000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,12,9,2003,12,9,2018
CP4A2404,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.00821918,10,6,2004,10,6,2019
CP4A2503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,5 ngày,Hủy niêm yết,100000,15.0109589,15,9,2003,15,9,2018
CP4A2504,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,10.00547945,10,6,2004,10,6,2014
CP4A2603,VND,10 Năm,Ngân hàng Phát triển Việt Nam,450,Định kỳ - Đầu kỳ,Standard Coupon,8.42,0 ngày,Hủy niêm yết,100000,10.00821918,15,9,2003,15,9,2013
CP4A2604,VND,15 Năm,Ngân hàng Phát triển Việt Nam,710,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.00821918,4,6,2004,4,6,2019
CP4A2703,VND,10 Năm,Ngân hàng Phát triển Việt Nam,100,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,10.00821918,15,9,2003,15,9,2013
CP4A2704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.00821918,24,6,2004,24,6,2019
CP4A2904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Cuối kỳ,Standard Coupon,9,5 ngày,Hủy niêm yết,100000,15.00821918,20,7,2004,20,7,2019
CP4A3003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,26,9,2003,26,9,2018
CP4A3004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.00821918,28,7,2004,28,7,2019
CP4A3104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,30,7,2004,30,7,2019
CP4A3303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,6 ngày,Hủy niêm yết,100000,15.0109589,30,9,2003,30,9,2018
CP4A3304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.00821918,9,8,2004,9,8,2019
CP4A3403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,24,9,2003,24,9,2018
CP4A3503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,6 ngày,Hủy niêm yết,100000,15.0109589,30,9,2003,30,9,2018
CP4A3603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,7 ngày,Hủy niêm yết,100000,15.0109589,26,9,2003,26,9,2018
CP4A3703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.7,6 ngày,Hủy niêm yết,100000,15.0109589,30,9,2003,30,9,2018
CP4A4003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.5,7 ngày,Hủy niêm yết,100000,15.0109589,24,10,2003,24,10,2018
CP4A4403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2150000,Định kỳ - Cuối kỳ,Standard Coupon,9.5,6 ngày,Hủy niêm yết,100000,15.0109589,18,11,2003,18,11,2018
CP4A4603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.5,7 ngày,Hủy niêm yết,100000,15.0109589,27,11,2003,27,11,2018
CP4A4703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,5 ngày,Hủy niêm yết,100000,15.0109589,8,12,2003,8,12,2018
CP4A4803,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,5 ngày,Hủy niêm yết,100000,15.0109589,22,12,2003,22,12,2018
CP4A4903,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,6 ngày,Hủy niêm yết,100000,15.0109589,23,12,2003,23,12,2018
CP4A5003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,25,12,2003,25,12,2018
CP4_0102,VND,10 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,Standard Coupon,8.3,0 ngày,Hủy niêm yết,100000,10.00821918,6,5,2002,6,5,2012
CP4_0104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1150000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,20,2,2004,20,2,2019
CP4_0204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1320000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,15.0109589,27,2,2004,27,2,2019
